TGS2600,TGS2603,TGS2602,TGS2620,TGS832A,Label
12.0,26.0,18.0,19.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
11.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,7.0,Air
12.0,26.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,18.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
11.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,19.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
11.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,19.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,19.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
11.0,27.0,20.0,20.0,7.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,7.0,Air
11.0,28.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,27.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
11.0,28.0,20.0,20.0,6.0,Air
11.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
11.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
11.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
11.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,28.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,21.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,21.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,6.0,Air
12.0,29.0,21.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,6.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,29.0,21.0,20.0,6.0,Air
12.0,29.0,21.0,20.0,7.0,Air
12.0,29.0,21.0,20.0,7.0,Air
12.0,29.0,20.0,20.0,7.0,Air
12.0,,,,,Air
